1617462600,2581,600,0,"2058.0698423225895","3675.9301576774105"
1617463200,2661,600,0,"2178.845372729313","3417.821293937354"
1617463800,2585,600,0,"2196.0421995575007","3293.9578004424993"
1617464400,2544,600,0,"2196.5315669845345","3213.068433015466"
1617465000,2349,600,0,"2105.995412438411","3185.004587561589"
1617465600,2764,600,0,"2161.8504294862046","3163.0067133709385"
1617466200,2624,600,0,"2193.3837603719066","3121.8662396280934"
1617466800,2684,600,0,"2225.9418062204613","3095.16930489065"
1617467400,2722,600,0,"2255.1035957397053","3078.2964042602944"
1617468000,2563,600,0,"2261.822512040432","3052.722942505023"
1617468600,2670,600,0,"2281.214752191512","3035.451914475155"
1617469200,4480,600,1,"1670.466367105479","3867.366966227854"
1617469800,3183,600,0,"1703.2334058762149","3934.933260790452"
1617470400,2444,600,0,"1667.0838575177536","3934.9161424822464"
1617471000,2626,600,0,"1673.096453710836","3935.7368796224973"
1617471600,2436,600,0,"1653.3886592618692","3937.444674071464"
1617472200,2007,600,0,"1560.9929668842253","3972.840366449108"
1617472800,2419,600,0,"1515.6042805780098","3960.729052755323"
1617473400,2327,600,0,"1468.9401550848731","3957.8931782484597"
1617474000,2434,600,0,"1437.6316983845588","3947.534968282108"
1617474600,2074,600,0,"1334.3562314322382","3942.810435234429"
1617475200,2053,600,0,"1248.5882948311967","3943.5783718354705"
1617475800,2231,600,0,"1197.008298607424","3921.991701392576"
1617476400,2537,600,0,"1764.3701948184453","3030.7964718482217"
1617477000,2222,600,0,"1917.6695814018603","2717.3304185981397"
1617477600,2387,600,0,"1918.1573446750895","2707.3426553249105"
1617478200,2041,600,0,"1894.5345384576153","2633.4654615423847"
1617478800,2101,600,0,"1872.7548234960168","2599.41184317065"
1617479400,1899,600,0,"1834.7963712684955","2619.3702953981715"
1617480000,2321,600,0,"1840.2189380004233","2597.6143953329097"
1617480600,2112,600,0,"1824.2772903049247","2577.7227096950755"
1617481200,2375,600,0,"1831.2785702729889","2560.888096393678"
1617481800,1911,600,0,"1787.0113494330428","2577.9886505669574"
1617482400,2041,600,0,"1784.5246172047257","2578.4753827952745"
1617483000,1966,600,0,"1745.3420503487985","2573.491282984535"
1617483600,2306,600,0,"1785.468502196099","2494.864831137234"
1617484200,2079,600,0,"1775.9483472286079","2480.551652771392"
1617484800,2309,600,0,"1787.8843492851163","2455.6156507148835"
1617485400,2222,600,0,"1802.532615869298","2471.1340507973687"
1617486000,1947,600,0,"1772.3245297669507","2475.6754702330495"
1617486600,1731,600,0,"1709.2824617582287","2510.7175382417713"
1617487200,2002,600,0,"1701.9158425681062","2464.917490765227"
1617487800,2117,600,0,"1702.1853914875132","2465.4812751791537"
1617488400,2098,600,0,"1725.2285605007687","2396.2714394992313"
1617489000,2350,600,0,"1738.162233733327","2456.50443293334"
1617489600,2206,600,0,"1748.7038653886416","2473.4628012780254"
1617490200,2284,600,0,"1774.991192483508","2500.175474183159"
1617490800,2308,600,0,"1774.8183760866743","2500.681623913326"
1617491400,2175,600,0,"1784.2399096089496","2507.2600903910507"
1617492000,1885,600,0,"1735.884271336814","2484.949061996519"
1617492600,2074,600,0,"1729.8912309704183","2466.2754356962487"
1617493200,1968,600,0,"1734.5868827044892","2465.0797839621778"
1617493800,2024,600,0,"1835.4139345108151","2413.086065489185"
1617494400,2332,600,0,"1851.1069014141972","2452.393098585803"
1617495000,2662,600,1,"1778.0951098926812","2616.238223440652"
1617495600,2618,600,0,"1762.7435005912816","2718.2564994087184"
1617496200,2310,600,0,"1762.1938763774192","2712.139456955914"
1617496800,2537,600,0,"1760.1543022559367","2769.3456977440633"
1617497400,2512,600,0,"1759.2151411185162","2808.284858881484"
1617498000,2695,600,0,"1739.9053108133257","2892.0946891866743"
1617498600,2463,600,0,"1765.543735346197","2914.456264653803"
1617499200,2454,600,0,"1887.7837408040264","2887.0495925293067"
1617499800,2678,600,0,"1954.4664393443534","2921.0335606556464"
1617500400,2399,600,0,"2088.649705214236","2858.683628119097"
1617501000,2582,600,0,"2256.456311323625","2783.877022009708"
1617501600,3171,600,1,"2154.9194491924245","3025.2472174742425"
1617502200,2628,600,0,"2153.6895816456067","3020.8104183543933"
1617502800,2700,600,0,"2155.848478627795","3032.318188038872"
1617503400,2825,600,0,"2219.7998082454897","3054.2001917545103"
1617504000,2743,600,0,"2237.9701804350825","3070.3631528982505"
1617504600,2785,600,0,"2264.8050680711267","3089.0282652622063"
1617505200,2851,600,0,"2265.653062217018","3114.180271116315"
1617505800,2973,600,0,"2305.176509945469","3159.656823387864"
1617506400,3085,600,0,"2352.0028343573767","3217.9971656426233"
1617507000,2890,600,0,"2371.4237835457666","3233.9095497875664"
1617507600,3157,600,0,"2472.1820494114722","3259.4846172551947"
1617508200,2739,600,0,"2517.2966166057463","3240.5367167275867"
1617508800,2858,600,0,"2541.4868927553134","3164.1797739113535"
1617509400,3780,600,1,"2356.4355349620464","3541.2311317046206"
1617510000,3089,600,0,"2405.9428883393907","3556.5571116606093"
1617510600,3821,600,1,"2323.663438857108","3804.836561142892"
1617511200,3040,600,0,"2375.9211442305595","3802.0788557694405"
1617511800,2775,600,0,"2373.515914921663","3802.81741841167"
1617512400,2928,600,0,"2387.8862999663515","3801.2803667003154"
1617513000,2752,600,0,"2344.5637771980764","3807.7695561352566"
1617513600,3247,600,0,"2351.404169209619","3827.929164123714"
1617514200,3403,600,0,"2385.248213792953","3879.58511954038"
1617514800,3266,600,0,"2390.38761281562","3892.61238718438"
1617515400,3452,600,0,"2476.408829538173","3925.42450379516"
1617516000,3064,600,0,"2519.7411622747727","3916.4255043918943"
1617516600,3581,600,0,"2553.7674513771485","3849.2325486228515"
1617517200,3254,600,0,"2570.9422672003275","3859.5577327996725"
1617517800,3682,600,0,"2603.3859242661033","3803.9474090672297"
1617518400,3647,600,0,"2613.23369046419","3895.26630953581"
1617519000,4218,600,1,"2598.591617404594","4150.408382595406"
1617519600,4097,600,0,"2648.540707765159","4295.292625568174"
1617520200,3482,600,0,"2844.7303781867845","4220.769621813215"
1617520800,3361,600,0,"2868.4460765380427","4216.053923461957"
1617521400,3272,600,0,"2843.584259994238","4219.082406672429"
1617522000,2961,600,0,"2755.6747864787594","4256.158546854574"
1617522600,3283,600,0,"2730.9062273592745","4252.7604393073925"
1617523200,3362,600,0,"2798.4130607416773","4234.920272591656"
1617523800,3136,600,0,"2730.533288478541","4228.633378188126"
1617524400,2861,600,0,"2624.0120964423645","4269.654570224303"
1617525000,3087,600,0,"2564.615571868968","4229.884428131032"
1617525600,3234,600,0,"2541.1761018428524","4184.490564823815"
1617526200,2968,600,0,"2611.7279547551757","3905.6053785781573"
1617526800,3547,600,0,"2783.846507230604","3641.820159436063"
1617527400,3471,600,0,"2785.3997303444394","3638.4336029888937"
1617528000,3576,600,0,"2760.1140103070834","3699.5526563595836"
1617528600,3177,600,0,"2752.096230303747","3691.7371030295863"
1617529200,3395,600,0,"2809.5727003726597","3706.5939662940073"
1617529800,3276,600,0,"2809.112586341596","3705.887413658404"
1617530400,3127,600,0,"2788.9182189403878","3686.9151143929453"
