1615042800,3641102,600
1615043400,3762153,600
1615044000,3488644,600
1615044600,3425204,600
1615045200,5906062,600
1615045800,3563457,600
1615046400,3504074,600
1615047000,3639663,600
1615047600,3386752,600
1615048200,3402362,600
1615048800,3494777,600
1615049400,3535797,600
1615050000,3537068,600
1615050600,3541357,600
1615051200,3835211,600
1615051800,3680431,600
1615052400,4042467,600
1615053000,3179955,600
1615053600,2698868,600
1615054200,2697119,600
1615054800,2990218,600
1615055400,2948984,600
1615056000,2774129,600
1615056600,3363752,600
1615057200,3111474,600
1615057800,2799631,600
1615058400,3192259,600
1615059000,3005864,600
1615059600,3252169,600
1615060200,3373169,600
1615060800,3124184,600
1615061400,2687489,600
1615062000,3310652,600
1615062600,3357687,600
1615063200,3201147,600
1615063800,4120594,600
1615064400,2803792,600
1615065000,2319223,600
1615065600,2644506,600
1615066200,3009449,600
1615066800,2911405,600
1615067400,2861512,600
1615068000,2720788,600
1615068600,3046992,600
1615069200,2921785,600
1615069800,2846704,600
1615070400,2809119,600
1615071000,2925543,600
1615071600,2898427,600
1615072200,3042949,600
1615072800,3017459,600
1615073400,3152722,600
1615074000,3191151,600
1615074600,3059250,600
1615075200,2848215,600
1615075800,2861446,600
1615076400,2940732,600
1615077000,3029325,600
1615077600,3032829,600
1615078200,3066689,600
1615078800,3206305,600
1615079400,3146479,600
1615080000,2735086,600
1615080600,3094917,600
1615081200,3166769,600
1615081800,3035346,600
1615082400,3213822,600
1615083000,3104961,600
1615083600,3237506,600
1615084200,5610925,600
1615084800,3234889,600
1615085400,3224169,600
1615086000,3230967,600
1615086600,3361537,600
1615087200,3223818,600
1615087800,3279458,600
1615088400,3873549,600
1615089000,3589817,600
1615089600,3318539,600
1615090200,3315838,600
1615090800,3361591,600
1615091400,3544187,600
1615092000,3742585,600
1615092600,3603226,600
1615093200,3674338,600
1615093800,4591693,600
1615094400,3884845,600
1615095000,3613541,600
1615095600,3790928,600
1615096200,3876427,600
1615096800,3985494,600
1615097400,3907416,600
1615098000,3978027,600
1615098600,4092985,600
1615099200,4065393,600
1615099800,3963656,600
1615100400,3197365,600
1615101000,3463205,600
1615101600,3048604,600
1615102200,3816831,600
1615102800,3749713,600
1615103400,4092212,600
1615104000,3683127,600
1615104600,3550797,600
1615105200,4351221,600
1615105800,3031076,600
1615106400,3126620,600
1615107000,3711681,600
1615107600,3705292,600
1615108200,3772759,600
1615108800,3693388,600
1615109400,3684562,600
1615110000,3731031,600
1615110600,3621124,600
1615111200,3611204,600
1615111800,5028208,600
1615112400,3572512,600
1615113000,3477748,600
1615113600,3614883,600
1615114200,3679554,600
1615114800,3560588,600
1615115400,3171955,600
1615116000,3185797,600
1615116600,3252421,600
1615117200,3004229,600
1615117800,3267484,600
1615118400,3100433,600
1615119000,3047820,600
1615119600,2974863,600
1615120200,2727222,600
1615120800,2783226,600
1615121400,4782574,600
1615122000,4132061,600
1615122600,4181188,600
1615123200,4497740,600
1615123800,3064412,600
1615124400,2994568,600
1615125000,3087243,600
1615125600,2664104,600
1615126200,2870052,600
1615126800,3208583,600
1615127400,3219475,600
1615128000,2666232,600
1615128600,2545484,600
1615129200,3327278,600
1615129800,3233155,600
1615130400,3088127,600
1615131000,3203306,600
1615131600,2769481,600
1615132200,2911302,600
