35,50988611
13,42082
17,57962
16,55671
12,39206
15,45819
66,6831534
15,45435
14,44850
20,59724
141,3198040
14,38494
8,24447
11,35683
20,62863
9,37029
23,66581
11,36587
4,328348
4,5453373
4,5326884
15,79367
4,8787
4,7672
4,10085
5,12560
4,10086
4,10025
5,12443
4,10024
5,12684
5,12503
5,12501
4,9905
4,10087
4,9967
4,10023
4,9964
4,9965
4,9966
4,10025
4,10022
4,10026
4,9966
5,12505
4,9966
4,9965
4,10027
4,10026
5,12441
4,10084
4,9965
4,9407
4,10026
5,12441
4,10088
4,10085
4,10084
4,10025
4,9967
4,8787
4,9967
4,9906
4,9966
4,9904
4,8788
4,10081
4,9965
5,12502
4,10025
4,9966
4,9905
4,10083
4,9966
4,9903
4,9962
4,8728
4,10084
4,9966
4,10025
4,9966
4,9967
5,12501
4,10146
4,9967
4,10083
5,12443
6,15098
4,9965
4,10086
4,10087
5,12442
4,8848
4,9904
4,9965
4,10025
4,10026
4,10023
4,9965
4,10023
4,10027
4,9966
4,10024
4,10088
4,10026
4,10144
4,9966
5,12444
4,9908
4,9965
4,10025
4,10026
4,10088
5,12503
5,11324
4,10026
4,9905
4,9965
4,10026
4,9907
4,9967
5,12562
4,9966
4,9966
4,9967
4,9907
4,10026
4,9907
4,9967
5,16962
4,9965
4,8725
4,9965
4,9965
5,12382
4,9905
4,9966
4,10026
4,9967
4,9964
4,10026
4,8786
4,9967
4,9906
4,10025
4,9965
4,9726
4,8846
4,9967
4,10027
79,93131
4,3680
4,4185
4,4179
4,4173
4,4185
4,4180
4,4176
4,4245
4,4181
4,4175
4,4181
4,4175
5,5289
4,4179
5,5229
4,4172
5,5229
4,4180
4,4173
4,4190
4,4175
4,4180
4,4179
4,4176
4,4180
4,4180
5,5223
4,4179
4,4180
4,4171
4,4176
4,4186
6,6273
5,5216
5,5586
4,4184
5,5222
5,5221
4,4192
4,4174
5,5217
4,4186
4,4175
5,5218
4,4173
5,5225
4,4177
5,5219
4,4174
4,4185
4,4185
4,4179
4,4186
6,6266
5,5218
4,4185
4,4121
4,4179
5,5222
4,4174
4,4179
4,3679
4,4186
4,4175
4,4808
5,5236
4,4175
4,4186
4,4173
5,5222
5,5218
4,4174
6,6267
4,4173
5,5215
4,4180
5,5283
5,5218
6,6270
4,4185
4,4179
7,7307
4,4173
4,4174
5,5217
4,4187
6,6270
4,4179
5,4722
4,4186
4,4175
4,4175
4,4180
4,4183
4,4174
4,4173
5,5222
4,4186
4,4180
4,4173
4,4177
5,5223
5,5224
4,4187
4,4172
5,5222
5,5223
4,4180
4,4179
4,4188
4,4172
4,4185
4,4183
4,4174
5,5236
5,5215
4,4187
4,4174
4,4180
4,4186
4,3690
5,5224
5,5230
4,4173
4,4173
4,4176
4,4199
5,5232
4,4172
4,4186
4,4426
4,4184
4,4179
4,4179
4,4186
4,4180
6,6264
5,5225
5,5221
4,4181
4,4173
4,4191
4,4192
6,6467
4,4181
4,4186
5,5215
4,4182
6,6258
6,6272
4,4173
4,4187
4,4175
4,4174
4,4179
4,4174
6,6279
4,3941
4,4181
5,5227
4,4174
4,4186
4,4180
5,5216
4,4180
5,5220
4,4174
4,4186
4,3952
5,5225
4,4192
4,3940
5,5231
4,4173
4,4177
4,4191
4,4294
4,4181
4,4185
5,5223
4,4174
4,4175
4,4251
4,3679
4,4172
4,4173
5,5230
6,6199
5,5224
4,4174
4,4180
6,6273
4,4180
5,5230
5,5229
4,4175
4,4179
4,4173
5,5223
4,4179
5,5216
4,4179
6,6262
4,4185
5,5216
4,4186
5,5217
4,4175
5,5230
5,5218
4,4186
4,4174
4,4170
4,4186
4,4176
4,4187
4,4179
5,5223
4,4172
6,6274
4,4175
4,4174
4,4174
4,4179
4,4180
4,4176
4,4187
5,5343
4,4191
5,5215
5,5231
4,4238
4,4244
4,4181
5,5217
4,4181
4,4179
5,5234
4,3738
4,4178
4,4180
4,4179
4,4173
4,4173
4,4175
4,4175
4,4240
7,7326
4,4179
4,4187
4,4175
4,4175
4,4186
6,6692
5,5237
4,4178
4,4176
7,7304
5,5222
4,4181
4,4181
4,4173
4,4179
4,4173
4,4176
4,4186
5,5218
4,4187
4,4180
5,5226
5,4855
4,4174
4,4197
4,4179
4,4173
5,5217
5,5223
4,4180
4,4174
7,7306
4,4175
4,3686
4,4180
4,4175
4,4179
4,4179
4,4180
4,4184
4,4181
5,5231
4,4173
4,4181
4,4174
4,4183
5,5217
4,4181
4,4179
5,5224
4,4186
5,5949
4,4174
6,6266
5,5225
6,6267
5,5223
4,4241
4,4179
4,4178
6,6270
4,3684
4,4179
4,4187
4,3688
4,4187
4,4179
4,4181
4,4180
4,4185
5,5227
4,4184
6,6272
4,4179
5,5228
4,4179
5,5223
4,4176
4,4179
4,4178
4,4179
4,4179
4,4180
4,4535
4,4192
5,5228
4,4174
7,7309
4,3677
4,4170
4,3684
4,4181
4,4239
4,4180
4,4181
4,4181
4,4174
4,4193
4,4187
4,4180
4,4180
5,5221
5,5220
4,4185
4,4184
5,5214
4,4175
4,4179
5,5217
5,5222
4,3685
5,5228
4,4173
4,4174
4,4187
4,4175
4,4125
4,4174
4,4179
4,4193
4,3677
4,4175
5,5220
7,7324
5,5227
4,4186
6,6272
4,4175
4,4179
4,4369
4,4252
4,4174
4,4197
4,4179
4,4174
4,4179
4,4172
4,4186
4,4177
4,4123
4,4181
4,4179
4,4185
4,4186
4,4174
4,3687
5,5232
4,4175
4,4174
4,4172
4,4184
4,4178
4,4180
4,4179
6,6279
4,4173
6,6267
4,4173
5,5222
4,4171
4,4185
4,4172
4,4173
4,4191
4,4180
4,4171
5,5223
4,4181
5,5226
4,4173
4,4185
4,4174
7,8738
6,6328
8,8372
4,4174
4,4180
4,4175
4,4173
4,4186
4,4180
5,5231
5,5218
4,3682
4,4181
4,4174
4,4174
4,4179
4,4177
4,4179
5,5218
4,4178
5,5223
6,6266
5,5224
4,3936
4,4179
6,6269
4,4113
4,4182
4,4437
4,4193
4,4179
4,4181
4,4181
4,4187
4,4182
4,4179
4,4190
4,4178
4,4172
4,4175
4,4179
4,4181
4,4180
5,5230
5,5222
4,4184
4,4186
4,4179
4,4177
6,6267
5,5231
4,4178
4,4185
4,4187
4,4172
5,5224
6,6328
4,4173
4,4180
4,4300
4,4173
5,5231
5,5218
4,4178
5,5213
4,4179
4,4180
4,4174
6,6262
4,4174
5,5230
4,4173
4,4179
4,4180
4,4184
6,6261
4,4181
4,4180
4,4294
4,4178
4,4183
4,4173
5,5219
4,4179
4,4184
5,5223
4,4178
4,4174
4,3690
4,3683
4,4179
4,4174
5,5222
4,4186
4,4180
5,4733
4,4175
4,4171
5,5229
5,5218
4,4180
4,4179
4,4188
4,4180
4,4187
4,4179
4,4180
5,5230
4,4174
4,4174
4,4186
4,4180
5,5230
4,4180
5,5237
5,5230
4,4187
5,5218
4,4172
4,4174
4,4187
4,4181
4,4172
5,5280
5,5219
4,4182
4,4114
5,5223
5,5220
5,5218
5,5222
4,4178
4,4182
4,4178
4,4186
4,4179
5,5226
4,3685
5,5230
4,4173
4,3680
4,4185
4,4173
5,5221
4,4181
4,4178
5,5231
4,4180
4,4178
5,5220
4,4172
5,5223
4,4174
4,4182
4,4173
4,4181
4,4185
4,4190
4,4186
4,4172
5,5229
5,5217
6,6259
5,5223
4,4185
5,5236
4,4186
5,5225
4,4176
4,4179
4,4185
5,4734
4,4180
5,5224
4,4172
4,4178
4,4172
5,5234
4,4178
5,5218
5,5236
4,4180
4,4179
4,4180
5,5227
4,4181
4,3692
4,4187
4,4175
4,4179
4,4175
5,5228
5,5230
4,4174
4,4184
4,4179
6,6439
4,4187
4,4191
4,4179
7,7320
4,4179
4,4184
6,6274
4,4174
4,4175
4,4179
5,5216
4,4186
5,5216
4,3689
4,4179
4,4179
4,4185
5,5226
5,5225
4,4181
4,4180
5,5228
4,4185
4,4186
4,4181
4,4183
4,4176
7,7316
5,5219
4,4184
4,4179
5,5219
4,4180
5,4738
4,4175
4,4175
5,5222
4,4192
6,6263
4,4174
4,4181
4,4174
5,5225
4,4377
6,6259
4,4187
5,5217
4,4186
4,4186
4,4176
5,5214
5,5223
4,4180
4,4179
4,4180
4,4185
4,4180
5,5217
4,4173
5,5225
4,4173
4,4173
5,5237
4,4180
4,4179
4,4181
4,4181
6,6274
4,4179
4,4181
5,5222
4,4180
4,4181
4,4173
4,4173
4,4176
4,4306
4,4175
4,4127
4,4193
4,4183
4,4180
8,8347
5,5218
4,4172
4,4180
5,5221
4,4185
4,4181
4,4170
4,4183
4,4173
4,4172
4,4186
5,4733
4,4185
4,4179
5,5242
4,4182
4,4184
4,4179
4,4292
4,4179
4,4180
4,4179
4,4179
5,5224
4,4175
8,8351
4,4179
5,5236
5,5229
4,4180
4,4179
5,5225
4,4186
4,4174
4,4181
4,4186
5,5241
5,5236
4,4171
4,4180
4,4177
5,5229
4,5365426
21,68757
41,35718
6,2131
26,88476
25,79414
5,34767
4,31288
4,38192
6,720
4,480
4,480
